radio,1 Asiste,2 Asistió,3 Nunca asistió,TOTAL
181191518,84,399,8,491
181191519,411,780,60,1251
181191520,353,814,49,1216
181191521,331,544,53,928
181191522,299,514,63,876
181191523,211,396,12,619
181260101,446,640,82,1168
181260102,385,653,71,1109
181260103,273,536,42,851
181260104,436,748,48,1232
181260105,561,779,79,1419
181260106,422,864,78,1364
181260107,479,891,87,1457
181260108,589,775,110,1474
181260109,345,544,73,962
181260201,53,103,27,183
181260202,430,696,78,1204
181260203,3,15,5,23
181260301,180,322,61,563
181260302,30,66,10,106
181260401,55,72,23,150
181260402,51,68,10,129
181260501,429,622,104,1155
181260502,110,203,41,354
181260601,183,240,54,477
181260602,26,36,13,75
181260603,7,14,3,24
181260701,594,719,105,1418
181260702,104,159,24,287
181260703,168,258,55,481
181260801,45,120,15,180
181260802,18,67,21,106
181260901,372,591,104,1067
181260902,491,770,81,1342
181260903,134,187,38,359
181260904,51,129,15,195
181330101,277,472,32,781
181330102,141,277,30,448
181330103,148,285,24,457
181330104,50,74,5,129
181330201,36,106,8,150
181330202,61,151,7,219
181330203,79,113,16,208
181330204,115,275,32,422
181330205,64,147,16,227
181330206,164,341,26,531
181330207,156,359,16,531
181330208,206,434,20,660
181330209,66,215,9,290
181330210,101,207,13,321
181330211,20,82,2,104
181330212,126,225,17,368
181330213,126,189,11,326
181330214,634,756,91,1481
181330215,69,123,17,209
181330216,35,32,7,74
181330301,409,547,58,1014
181330302,168,330,25,523
181330303,22,50,9,81
181330304,19,40,0,59
181330305,1,3,1,5
181330401,204,375,60,639
181330402,31,60,6,97
181330403,116,146,21,283
181330501,363,572,28,963
181330502,338,502,55,895
181330503,93,143,6,242
181330504,71,134,16,221
181330505,71,117,17,205
181330506,90,156,28,274
181330507,76,146,11,233
181330601,0,2,0,2
181330602,0,0,0,0
181330603,0,1,0,1
181400101,400,529,117,1046
181400102,251,487,69,807
181400103,340,549,90,979
181400104,305,523,36,864
181400105,389,620,65,1074
181400106,541,762,60,1363
181400107,391,580,62,1033
181400108,291,554,40,885
181400109,405,577,85,1067
181400110,412,679,118,1209
181400201,94,174,36,304
181400202,89,200,23,312
181400203,661,870,148,1679
181400204,51,95,10,156
181400205,8,14,2,24
181400206,317,375,37,729
181400301,30,56,18,104
181400302,36,84,14,134
181400303,8,38,4,50
181400401,5,29,3,37
181400402,31,40,4,75
181400403,29,30,11,70
181400404,34,33,28,95
181400405,75,98,46,219
181400501,25,44,22,91
181400502,12,34,6,52
181400503,15,23,3,41
181400504,26,21,19,66
181400601,78,126,36,240
181400602,131,133,43,307
181400603,3,3,0,6
181400604,5,14,1,20
181400701,46,77,24,147
181400702,15,44,5,64
181400703,73,158,33,264
181400704,17,32,3,52
181400801,3,16,3,22
181400802,21,66,7,94
181400803,83,150,38,271
181400804,19,48,12,79
181400805,33,98,13,144
181400806,26,31,2,59
181400807,4,11,2,17
181400808,0,2,0,2
181400809,9,30,7,46
181400901,4,11,2,17
181400902,29,67,18,114
181400903,47,78,18,143
181470101,349,530,91,970
181470102,344,540,56,940
181470103,334,500,66,900
181470104,197,461,30,688
181470105,272,574,45,891
181470106,457,666,93,1216
181470107,261,443,47,751
181470201,78,101,13,192
181470202,66,125,20,211
181470203,41,61,11,113
181470204,20,55,4,79
181470205,218,374,58,650
181470206,346,453,35,834
181470207,231,376,23,630
181470301,12,30,2,44
181470302,7,24,6,37
181470303,9,24,2,35
181470304,12,38,7,57
181470401,11,44,5,60
181470402,7,27,5,39
181470403,7,45,2,54
181470501,1,22,2,25
181470502,36,59,11,106
181470503,0,10,1,11
181470601,0,4,0,4
181470602,13,21,8,42
181470603,6,19,3,28
181470604,8,3,0,11
181470701,7,34,3,44
181470702,0,7,2,9
181470703,0,9,1,10
181470801,209,331,78,618
181470802,212,318,59,589
181470803,9,44,6,59
181470804,9,28,4,41
181470901,6,16,1,23
181470902,16,60,10,86
181470903,29,46,14,89
181471001,5,33,2,40
181471002,1,13,9,23
181471003,2,27,3,32
181471004,1,6,0,7
181471101,0,10,11,21
181471102,3,22,9,34
181471103,0,1,2,3
181471201,142,242,15,399
181471202,22,35,6,63
181471203,8,21,6,35
181471204,149,248,28,425
181540101,683,885,118,1686
181540102,592,740,69,1401
181540103,392,501,54,947
181540201,91,113,24,228
181540202,546,652,96,1294
181540203,404,457,96,957
181540204,8,10,0,18
181540301,7,43,0,50
181540302,0,7,0,7
181540401,98,140,16,254
181540402,122,84,25,231
181540501,2,11,0,13
181540502,2,10,5,17
181540601,17,57,6,80
181540602,4,15,0,19
181540603,16,39,3,58
181540701,283,445,46,774
181540702,163,235,49,447
181540703,240,243,47,530
181540704,311,496,67,874
181540801,7,17,5,29
181540802,5,35,2,42
181540901,0,0,0,0
181610101,281,428,53,762
181610102,378,453,105,936
181610103,249,444,52,745
181610104,256,488,27,771
181610105,368,576,88,1032
181610106,459,743,83,1285
181610107,234,408,64,706
181610108,303,343,35,681
181610201,129,210,45,384
181610202,187,245,31,463
181610203,111,171,25,307
181610204,97,129,28,254
181610205,32,59,8,99
181610206,153,212,58,423
181610301,148,211,50,409
181610302,0,4,0,4
181610303,45,84,7,136
181610304,6,10,0,16
181610401,194,302,60,556
181610402,104,178,36,318
181610403,9,21,5,35
181610404,80,139,19,238
181610405,349,444,50,843
181610501,24,65,14,103
181610502,12,40,7,59
181610503,35,62,13,110
181610504,379,581,90,1050
181610505,493,632,107,1232
181610601,368,558,100,1026
181610602,108,157,26,291
181610603,93,225,25,343
181610604,9,22,7,38
181610605,155,301,32,488
181610606,73,136,26,235
181610607,342,550,72,964
181680101,76,87,18,181
181680102,346,477,30,853
181680103,324,440,27,791
181680104,391,446,27,864
181680105,243,365,23,631
181680106,388,594,81,1063
181680107,464,606,111,1181
181680108,395,585,64,1044
181680109,355,687,102,1144
181680110,335,554,29,918
181680201,133,190,29,352
181680202,59,142,16,217
181680301,29,66,9,104
181680302,15,50,10,75
181680303,10,24,11,45
181680401,18,27,2,47
181680402,4,29,1,34
181680403,8,31,3,42
181680501,60,94,14,168
181680502,6,20,5,31
181680601,11,12,2,25
181680602,4,21,0,25
181680603,52,128,25,205
181680604,1,24,2,27
181680701,388,571,107,1066
181680702,583,922,158,1663
181680703,525,882,111,1518
181680704,288,499,65,852
181680705,965,1190,264,2419
181680706,571,788,161,1520
181680707,343,403,59,805
181680708,0,1,0,1
181680709,0,0,0,0
181680710,4,19,1,24
181680711,281,296,59,636
181680712,590,831,135,1556
181680713,360,618,34,1012
181680714,194,402,26,622
181680715,342,489,55,886
181680716,317,544,39,900
181680717,299,523,49,871
181680718,566,849,48,1463
181680719,389,809,64,1262
181680720,454,625,66,1145
181680721,278,494,56,828
181680722,591,892,120,1603
181680723,246,429,31,706
181680724,244,457,31,732
181680725,732,976,95,1803
181680726,7,6,0,13
181680727,373,499,110,982
181680801,49,92,20,161
181680802,3,31,3,37
181680803,1,3,0,4
181680804,10,31,4,45
181680901,0,15,5,20
181680902,1,5,0,6
181680903,0,18,0,18
181680904,1,11,2,14
181681001,0,6,0,6
181681002,75,110,18,203
181681003,21,54,5,80
181681101,0,6,2,8
181681102,3,6,1,10
181681103,102,158,16,276
181681201,97,203,48,348
181681202,4,9,2,15
181681203,16,28,1,45
181681204,6,22,6,34
181681301,10,24,2,36
181681302,29,67,13,109
181681303,230,284,38,552
181681304,3,15,3,21
181681305,59,172,17,248
181681306,275,287,62,624
181681307,972,962,93,2027
181681401,266,424,43,733
181681402,47,139,8,194
181681403,15,44,5,64
181681404,46,147,13,206
181681501,77,128,18,223
181681502,0,10,0,10
181681601,224,330,64,618
181681602,31,140,2,173
181681603,11,64,4,79
181681604,2,16,0,18
181681701,495,677,85,1257
181681702,305,417,11,733
181681703,329,535,18,882
181681704,281,476,38,795
181681705,236,317,25,578
181681706,264,241,6,511
181681707,420,510,28,958
181681708,477,726,60,1263
181681709,413,583,75,1071
181681710,571,661,91,1323
181681711,338,333,42,713
181681712,537,694,40,1271
181681713,293,515,20,828
181681714,481,466,31,978
181750101,286,433,80,799
181750102,242,362,61,665
181750103,171,467,23,661
181750104,368,584,75,1027
181750105,448,628,124,1200
181750106,277,611,61,949
181750107,337,636,76,1049
181750108,114,144,24,282
181750201,4,28,9,41
181750202,16,33,6,55
181750203,10,23,7,40
181750204,17,63,9,89
181750301,11,33,4,48
181750302,10,44,11,65
181750303,36,71,12,119
181750401,30,64,5,99
181750402,58,88,13,159
181750403,83,123,17,223
181750501,100,178,42,320
181750502,10,12,2,24
181750503,17,53,11,81
181750601,82,98,31,211
181750602,49,71,25,145
181750603,3,12,3,18
181750604,1,11,0,12
181750605,15,31,9,55
181750701,6,8,8,22
181750702,7,15,2,24
181750801,10,15,1,26
181750802,0,17,4,21
220070101,595,765,89,1449
220070102,726,931,101,1758
220070103,420,584,50,1054
220070104,267,435,48,750
220070201,110,125,36,271
220070202,34,53,10,97
220070203,33,79,24,136
220070204,89,224,51,364
220070205,40,81,11,132
220070206,59,143,48,250
220070207,98,185,49,332
220070208,704,759,203,1666
220070209,239,283,62,584
220070301,20,75,13,108
220070302,37,112,10,159
220070303,15,66,14,95
220070304,108,162,48,318
220070401,25,88,15,128
220070402,8,47,17,72
220070403,4,32,11,47
220070404,12,56,9,77
220070501,111,192,51,354
220070502,350,369,70,789
220070503,216,344,33,593
220070504,62,103,21,186
220070505,49,114,28,191
220070506,415,519,147,1081
220070507,259,373,43,675
220070508,577,663,177,1417
220070509,447,639,211,1297
220070601,90,200,24,314
220070602,81,194,17,292
220070603,154,284,47,485
220070604,29,137,21,187
220070701,386,489,143,1018
220070702,420,621,168,1209
220070703,148,272,56,476
220070704,185,412,30,627
220070705,491,774,90,1355
220070706,312,555,72,939
220070707,341,481,75,897
220070708,628,749,113,1490
220070801,43,184,23,250
220070802,53,143,18,214
220070803,86,120,34,240
220070804,30,107,18,155
220070805,11,48,4,63
220070806,18,50,24,92
220070807,431,442,87,960
220070901,357,550,70,977
220070902,327,433,71,831
220070903,106,170,25,301
220070904,274,420,53,747
220070905,491,598,104,1193
220140101,9,12,4,25
220140102,72,175,22,269
220140103,243,317,39,599
220140201,4,9,0,13
220140202,10,35,8,53
220140203,23,32,7,62
220140301,0,18,4,22
220140302,0,13,0,13
220140303,6,13,2,21
220140304,0,8,1,9
220140305,7,70,3,80
220140306,17,46,3,66
220140307,316,498,51,865
220140308,329,427,38,794
220140401,314,569,71,954
220140402,320,356,41,717
220140403,75,137,16,228
220140404,70,134,19,223
220140405,474,643,112,1229
220140406,121,176,28,325
220140407,114,126,11,251
220140408,285,503,26,814
220140409,276,305,57,638
220140410,384,555,38,977
220140411,237,386,13,636
220140412,532,620,118,1270
220140501,341,566,44,951
220140502,378,776,42,1196
220140503,301,561,23,885
220140504,344,617,54,1015
220140505,258,306,46,610
220140601,305,693,45,1043
220140602,195,409,19,623
220140603,203,499,29,731
220140604,539,808,80,1427
220140605,164,297,24,485
220140701,21,56,6,83
220140702,135,231,37,403
220140703,28,94,11,133
220140704,419,440,32,891
220140705,331,399,22,752
220140801,93,149,30,272
220140802,70,139,17,226
220140803,144,156,46,346
220140804,24,44,6,74
220140805,128,184,23,335
220140901,8,25,1,34
220140902,24,48,13,85
220210101,30,74,14,118
220210102,48,95,9,152
220210201,26,103,10,139
220210202,43,59,19,121
220210301,11,42,10,63
220210302,59,129,16,204
220210303,43,74,8,125
220210401,103,135,19,257
220210402,2,17,2,21
220210403,232,343,52,627
220210501,42,102,17,161
220210502,145,234,37,416
220210503,191,322,72,585
220210504,269,338,5,612
220210505,448,450,106,1004
220210506,311,447,92,850
220210507,513,606,74,1193
220210508,607,603,90,1300
220210601,197,391,86,674
220210602,56,101,25,182
220210603,115,158,63,336
220210604,166,238,64,468
220210605,451,500,109,1060
220210606,187,319,69,575
220210607,389,480,128,997
220210608,436,620,115,1171
220210701,577,550,64,1191
220210702,179,391,12,582
220210703,131,303,11,445
220210704,851,1162,124,2137
220210705,241,465,29,735
220210706,174,357,11,542
220210707,185,417,22,624
220210708,307,645,33,985
220210709,385,617,25,1027
220210710,240,638,53,931
220210711,183,377,24,584
220210712,111,285,12,408
220210713,289,790,31,1110
220210714,237,451,15,703
220210715,183,463,23,669
220210716,96,340,12,448
220210717,100,275,4,379
220210718,239,454,19,712
220210719,562,762,49,1373
220210720,203,344,14,561
220210721,376,470,69,915
220210722,188,255,34,477
220210723,248,291,10,549
220210801,450,780,87,1317
220210802,442,575,163,1180
220210803,434,652,154,1240
220210804,280,605,41,926
220210805,109,265,5,379
220210806,312,575,63,950
220210807,174,458,16,648
220210808,372,665,98,1135
220210809,271,573,58,902
220210810,176,381,21,578
220210811,357,524,119,1000
220210812,302,456,67,825
220210813,373,478,72,923
220210814,464,636,126,1226
220210815,369,454,128,951
220210816,229,445,69,743
220210901,8,48,5,61
220210902,46,85,16,147
220210903,40,109,11,160
220211001,54,86,13,153
220211002,49,97,23,169
220211003,25,74,12,111
220211101,66,104,18,188
220211102,15,35,13,63
220211103,34,84,16,134
220211201,25,76,12,113
220211202,68,165,20,253
220211301,50,76,11,137
220211302,58,98,16,172
220211401,23,73,7,103
220211402,30,72,8,110
220211501,119,394,4,517
220211502,145,344,9,498
220211503,106,309,6,421
220211504,282,589,21,892
220211505,272,566,37,875
220211506,1239,1356,321,2916
220211507,212,462,22,696
220211508,397,829,73,1299
220211509,300,598,61,959
220211510,300,672,25,997
220211511,434,860,52,1346
220211512,383,483,126,992
220211513,69,224,8,301
220211601,398,651,102,1151
220211602,309,525,46,880
220211603,121,323,2,446
220211604,195,427,26,648
220211605,498,744,176,1418
220211606,227,283,32,542
220211607,265,348,14,627
220211608,245,475,35,755
220211609,239,424,56,719
220211610,360,616,94,1070
220211611,389,717,43,1149
220211612,234,395,27,656
220211613,248,485,25,758
220211614,333,530,117,980
220211615,347,452,144,943
220211616,305,304,13,622
220211617,274,446,89,809
220211618,518,593,118,1229
220211701,146,427,31,604
220211702,116,283,10,409
220211703,238,433,43,714
220211704,96,274,8,378
220211705,219,337,14,570
220211706,277,504,16,797
220211707,330,620,39,989
220211708,275,440,39,754
220211709,399,721,80,1200
220211710,278,671,42,991
220211711,303,355,28,686
220211712,433,640,98,1171
220211713,344,539,95,978
220211714,560,696,161,1417
220211715,186,330,27,543
220211716,272,529,48,849
220211717,309,419,92,820
220211718,316,529,102,947
220280101,345,553,60,958
220280102,499,949,84,1532
220280103,238,530,28,796
220280104,281,616,23,920
220280105,359,759,47,1165
220280106,335,682,52,1069
220280107,191,580,12,783
220280108,201,447,24,672
220280109,292,612,71,975
220280110,336,668,54,1058
220280111,104,350,5,459
220280112,200,509,24,733
220280113,375,772,69,1216
220280114,327,640,16,983
220280115,349,726,92,1167
220280116,528,783,97,1408
220280117,475,703,38,1216
220280118,389,641,99,1129
220280201,229,375,64,668
220280202,75,144,36,255
220280203,216,342,78,636
220280301,229,387,39,655
220280302,147,277,55,479
220280303,35,95,20,150
220280304,40,149,19,208
220280305,47,147,34,228
220280306,329,399,18,746
220280307,357,503,27,887
220280308,313,445,41,799
220280309,532,728,106,1366
220280310,535,604,146,1285
220280311,605,653,98,1356
220280401,22,92,11,125
220280402,31,66,10,107
220280403,25,82,13,120
220280501,156,200,87,443
220280502,9,38,9,56
220280503,49,71,27,147
220360101,374,488,157,1019
220360102,415,550,90,1055
220360103,96,223,14,333
220360104,189,371,39,599
220360105,336,643,70,1049
220360106,408,765,64,1237
220360107,188,414,21,623
220360108,294,529,34,857
220360109,251,320,42,613
220360110,454,581,106,1141
220360111,324,419,45,788
220360112,347,553,72,972
220360113,518,545,98,1161
220360114,348,440,81,869
220360201,74,111,29,214
220360202,106,198,32,336
220360203,49,161,45,255
220360204,21,48,13,82
220360301,0,3,0,3
220360302,209,350,54,613
220360303,38,88,6,132
220360304,160,351,82,593
220360305,53,150,13,216
220360401,16,54,13,83
220360402,17,44,8,69
220360403,139,161,20,320
220360404,22,58,11,91
220360405,170,215,25,410
220360406,16,60,5,81
220360501,5,34,2,41
220360502,22,66,8,96
220360601,22,78,4,104
220360602,12,40,14,66
220360603,148,263,17,428
220360604,15,55,14,84
220360701,7,81,9,97
220360702,14,37,5,56
220360801,2,17,3,22
220360802,0,5,0,5
220360803,1,12,1,14
220360804,2,13,0,15
220360805,3,4,0,7
220360901,510,883,124,1517
220360902,264,283,59,606
220360903,1,8,1,10
220360904,26,61,11,98
220360905,7,36,16,59
220360906,228,389,63,680
220360907,423,670,106,1199
220390101,177,211,32,420
220390102,43,104,23,170
220390103,8,24,8,40
220390104,6,20,8,34
220390105,149,261,64,474
220390106,366,580,76,1022
220390107,176,409,24,609
220390108,323,415,70,808
220390109,366,598,78,1042
220390110,177,418,26,621
220390111,269,385,59,713
220390201,31,79,9,119
220390202,25,73,10,108
220390203,34,70,7,111
220390204,44,107,10,161
220390301,9,54,6,69
220390302,3,9,4,16
220390303,31,92,24,147
220390304,20,83,15,118
220390305,63,195,30,288
220430101,242,487,27,756
220430102,162,383,17,562
220430103,432,631,99,1162
220430104,339,495,88,922
220430105,275,459,43,777
220430106,239,516,50,805
220430201,243,255,39,537
220430202,70,169,35,274
220430203,143,200,42,385
220430204,33,101,11,145
220430205,586,696,122,1404
220430301,16,21,10,47
220430302,168,248,86,502
220430303,193,304,75,572
220430304,168,341,113,622
220430305,287,551,77,915
220430401,7,39,4,50
220430402,46,192,23,261
220430403,32,78,19,129
220430501,19,58,19,96
220430502,59,112,24,195
220430503,12,35,10,57
220490101,242,508,49,799
220490102,338,561,103,1002
220490103,361,573,152,1086
220490104,253,554,81,888
220490201,23,38,8,69
220490202,14,45,2,61
220490203,0,6,5,11
220490301,56,92,17,165
220490302,45,106,11,162
220490303,24,98,9,131
220490304,842,817,209,1868
220490305,28,47,8,83
220490306,23,47,14,84
220490307,312,339,88,739
220490308,160,222,71,453
220490309,443,541,69,1053
220490310,295,302,95,692
220490311,717,744,190,1651
220490401,21,62,18,101
220490402,8,25,6,39
220490403,30,97,10,137
220560101,442,783,65,1290
220560102,595,930,88,1613
220560201,445,635,84,1164
220560202,12,52,13,77
220560203,44,74,8,126
220560204,8,3,1,12
220560301,69,88,11,168
220560302,67,126,8,201
220560303,170,128,29,327
220560304,86,112,17,215
220560305,340,464,38,842
220560306,311,536,29,876
220560307,16,34,8,58
220560308,6,28,1,35
220560309,370,452,41,863
220560310,339,567,30,936
220560311,455,664,60,1179
220560312,120,208,33,361
220560313,558,727,66,1351
220560314,357,636,41,1034
220560401,8,30,3,41
220560402,7,27,4,38
220630101,286,534,70,890
220630102,265,562,49,876
220630103,207,373,31,611
220630104,207,483,30,720
220630105,222,472,38,732
220630106,280,462,44,786
220630107,291,562,34,887
220630108,340,517,77,934
220630109,244,392,24,660
220630202,428,670,125,1223
220630203,319,636,101,1056
220630204,242,244,63,549
220630205,34,29,15,78
220630206,77,189,52,318
220630207,101,114,31,246
220630208,339,529,162,1030
220630209,144,177,71,392
220630210,333,423,117,873
220630211,151,154,29,334
220630212,225,383,186,794
220630213,96,173,44,313
220630214,540,679,177,1396
220630215,410,487,71,968
220630216,92,147,9,248
220630301,215,459,90,764
220630302,164,444,92,700
220630303,124,205,55,384
220630304,264,407,140,811
220630305,308,448,131,887
220630306,364,429,229,1022
220630307,145,234,105,484
220630308,145,253,43,441
220630309,579,751,140,1470
220630310,618,757,245,1620
220630311,563,690,97,1350
220630401,485,717,189,1391
220630402,46,71,22,139
220630403,48,157,28,233
220630404,584,598,98,1280
220630501,92,123,68,283
220630502,108,110,23,241
220630503,298,328,107,733
220630504,181,201,47,429
220630505,319,409,110,838
220630506,286,346,103,735
220630507,326,266,90,682
220630508,728,829,118,1675
220630509,669,674,133,1476
220630601,27,30,32,89
220630602,426,439,231,1096
220630603,282,428,132,842
220630604,2,6,2,10
220630605,457,571,143,1171
220630701,225,229,56,510
220630702,764,837,145,1746
220630703,159,270,49,478
220630704,6,20,15,41
220630705,642,806,102,1550
220630801,626,843,181,1650
220630814,303,386,40,729
220630816,509,648,130,1287
220630817,437,639,89,1165
220630818,211,277,23,511
220630824,255,348,173,776
220630825,227,299,27,553
220630826,152,232,22,406
220630827,213,275,31,519
220630915,486,612,230,1328
220630919,599,658,188,1445
220630920,555,650,162,1367
220630921,620,689,123,1432
220630922,249,276,36,561
220630923,379,419,169,967
220630928,263,308,42,613
220630929,297,294,76,667
220630930,297,299,162,758
220630931,456,466,59,981
220630932,317,409,115,841
220700101,328,561,116,1005
220700102,261,497,82,840
220700103,569,706,223,1498
220700104,421,741,172,1334
220700105,340,494,109,943
220700201,52,87,49,188
220700202,534,668,194,1396
220700203,29,46,23,98
220700204,16,54,12,82
220700205,211,302,90,603
220700206,696,771,262,1729
220700301,476,607,166,1249
220700302,98,127,19,244
220700303,43,128,19,190
220700304,40,121,19,180
220700305,85,112,42,239
220700306,71,174,35,280
220700307,520,703,133,1356
220700308,302,486,113,901
220700309,234,455,84,773
220700310,209,278,68,555
220700311,322,396,112,830
220700401,493,594,142,1229
220700402,62,132,39,233
220700403,60,162,21,243
220700404,20,65,11,96
220700405,81,140,30,251
220700406,428,688,132,1248
220700501,69,157,25,251
220700502,32,64,18,114
220700503,18,27,12,57
220700504,10,22,7,39
220700601,80,127,14,221
220700602,42,85,14,141
220700603,80,160,25,265
220770101,335,640,25,1000
220770102,198,343,32,573
220770103,561,838,77,1476
220770104,352,529,46,927
220770105,271,562,24,857
220770106,270,472,27,769
220770107,431,667,58,1156
220770201,72,143,22,237
220770202,254,451,41,746
220770203,61,89,11,161
220770204,30,48,3,81
220770205,20,68,5,93
220770206,163,219,24,406
220770207,36,66,8,110
220770208,83,159,10,252
220770301,68,150,20,238
220770302,371,616,49,1036
220770303,272,305,51,628
220770304,109,219,39,367
220770305,28,69,10,107
220770306,5,24,1,30
220770307,20,55,7,82
220770308,1,23,5,29
220770401,8,13,4,25
220770402,7,26,6,39
220770403,10,27,3,40
220840101,576,879,134,1589
220840102,354,444,136,934
220840103,374,526,76,976
220840104,287,503,58,848
220840105,507,687,338,1532
220840201,13,32,18,63
220840202,137,236,66,439
220840203,437,511,149,1097
220840204,178,322,101,601
220840205,927,963,714,2604
220840206,185,296,102,583
220840207,117,146,88,351
220840208,374,378,42,794
220840209,551,661,173,1385
220840301,10,27,5,42
220840302,35,50,13,98
220840303,188,194,81,463
220840401,94,200,36,330
220840402,105,192,25,322
220840403,36,90,15,141
220840404,47,67,22,136
220840501,334,470,62,866
220840502,468,494,82,1044
220840503,388,500,118,1006
220840504,408,522,103,1033
220840601,457,601,88,1146
220840602,25,64,11,100
220840603,58,116,33,207
220840604,83,209,31,323
220840605,281,398,58,737
220840606,12,38,6,56
220840607,0,7,5,12
220840701,145,256,52,453
220840702,2,22,3,27
220840703,24,37,5,66
220840704,11,33,15,59
220840705,26,35,12,73
220840706,45,83,14,142
220840707,62,142,17,221
220840801,182,263,63,508
220840802,98,134,17,249
220840803,154,179,35,368
220840804,308,482,75,865
220840805,195,255,55,505
220840901,10,29,6,45
220840902,6,24,1,31
220840903,60,134,17,211
220840904,40,85,7,132
220841001,81,172,39,292
220841002,338,559,69,966
220841003,3,23,6,32
220841004,181,267,24,472
220841005,401,584,60,1045
220841006,223,299,48,570
220841101,543,758,94,1395
220841102,131,350,10,491
220841103,114,289,18,421
220841104,346,548,55,949
220841105,451,515,46,1012
220841106,315,501,45,861
220841107,170,466,13,649
220841108,242,520,33,795
220841109,175,316,22,513
220841110,518,747,52,1317
220841111,491,483,78,1052
220841112,344,510,72,926
220841201,584,796,90,1470
220841202,422,573,63,1058
220841203,267,449,79,795
220841204,357,518,74,949
220841205,161,445,6,612
220841206,173,395,13,581
220841207,290,582,36,908
220841208,208,374,41,623
220841209,253,435,45,733
220841210,449,553,128,1130
220841211,561,680,132,1373
220841212,375,529,83,987
220841213,323,494,55,872
220841214,390,491,90,971
220841215,402,452,62,916
220841216,696,718,131,1545
220841217,333,346,71,750
220910101,370,693,62,1125
220910102,183,508,36,727
220910103,431,748,110,1289
220910104,208,525,44,777
220910105,257,459,40,756
220910201,35,104,30,169
220910202,104,204,45,353
220910203,114,177,48,339
220910204,103,178,25,306
220910301,140,256,46,442
220910302,239,317,73,629
220910303,286,463,79,828
220910304,32,135,27,194
220910401,104,210,43,357
220910402,146,280,75,501
220910403,153,328,70,551
220910404,52,142,18,212
220910501,800,940,178,1918
220910502,384,535,82,1001
220910503,68,233,40,341
220910504,99,242,30,371
220910505,48,154,13,215
220910506,111,250,23,384
220910507,374,557,90,1021
220910508,611,866,157,1634
220910509,639,705,158,1502
220910510,509,635,153,1297
220910511,377,393,101,871
220910512,406,559,62,1027
220910513,436,536,46,1018
220910601,27,99,15,141
220910602,95,268,40,403
220910701,44,99,8,151
220910702,55,102,19,176
220910703,176,218,65,459
220910704,101,220,36,357
220980101,327,580,33,940
220980102,236,308,102,646
220980103,676,972,93,1741
220980104,470,605,56,1131
220980105,365,541,79,985
220980106,286,536,48,870
220980107,243,561,29,833
220980108,205,422,24,651
220980109,200,476,17,693
220980110,424,588,76,1088
220980111,347,719,51,1117
220980112,152,329,13,494
220980113,114,207,6,327
220980114,62,248,7,317
220980115,112,313,11,436
220980116,94,295,9,398
220980117,162,358,19,539
220980118,236,349,41,626
220980119,393,655,86,1134
220980120,306,534,9,849
220980121,467,679,85,1231
220980122,359,447,49,855
220980123,335,478,55,868
220980201,57,103,14,174
220980202,179,245,79,503
220980203,21,23,6,50
220980204,23,61,8,92
220980205,41,109,13,163
220980206,32,82,10,124
220980207,95,148,31,274
220980208,36,103,6,145
220980209,68,149,10,227
220980210,29,49,8,86
220980211,77,146,20,243
220980212,50,98,19,167
220980213,63,113,23,199
220980214,326,414,99,839
220980301,191,281,65,537
220980302,324,541,70,935
220980303,267,539,88,894
220980304,191,402,24,617
220980305,248,505,43,796
220980306,284,410,79,773
220980307,312,442,84,838
220980401,310,447,53,810
220980402,30,83,9,122
220980403,32,72,19,123
220980404,20,55,4,79
220980405,23,55,7,85
220980406,412,612,148,1172
220980407,105,222,10,337
220980408,417,586,86,1089
220980501,64,150,23,237
220980502,26,105,18,149
220980503,25,88,13,126
220980601,173,271,38,482
220980602,78,104,39,221
220980603,73,106,21,200
220980604,20,27,6,53
220980605,60,86,5,151
220980701,534,846,104,1484
220980702,545,787,119,1451
220980703,228,352,37,617
220980704,198,360,29,587
220980705,130,344,7,481
220980706,353,570,42,965
220980707,620,987,86,1693
220980708,605,844,152,1601
220980709,386,700,46,1132
220980710,236,532,39,807
220980711,103,154,16,273
220980712,204,338,41,583
220980713,187,291,42,520
220980714,329,411,72,812
220980715,518,781,153,1452
220980716,45,52,10,107
220980717,419,642,97,1158
220980718,745,1075,164,1984
220980719,123,212,39,374
220980720,467,546,131,1144
221050101,205,369,55,629
221050102,233,412,49,694
221050103,175,364,16,555
221050104,151,329,13,493
221050105,144,296,17,457
221050106,214,507,30,751
221050107,339,620,51,1010
221050108,411,675,96,1182
221050109,305,623,34,962
221050110,171,365,21,557
221050111,203,408,20,631
221050112,215,471,35,721
221050113,179,329,23,531
221050114,299,510,75,884
221050115,180,351,49,580
221050201,125,235,46,406
221050202,114,212,25,351
221050203,137,392,53,582
221050204,60,119,32,211
221050205,105,245,31,381
221050301,797,1095,158,2050
221050302,42,61,26,129
221050303,505,744,205,1454
221050304,100,228,44,372
221050305,72,169,27,268
221050306,181,325,77,583
221050307,70,155,29,254
221050308,34,102,5,141
221050309,57,158,22,237
221050310,86,240,26,352
221050311,577,790,53,1420
221050312,580,814,81,1475
221050313,8,39,1,48
221050314,563,606,161,1330
221050315,457,623,99,1179
221050316,436,545,42,1023
221050317,453,533,108,1094
221050401,15,48,12,75
221050402,16,50,8,74
221050403,94,120,33,247
221050404,109,233,51,393
221050405,56,98,11,165
221120101,414,715,86,1215
221120102,255,524,40,819
