radio,1 Urbano,2 Rural agrupado,3 Rural disperso,TOTAL
020051308,521,0,0,521
020051309,538,0,0,538
020051401,324,0,0,324
020051402,485,0,0,485
020051403,696,0,0,696
020051404,506,0,0,506
020051405,886,0,0,886
020051406,651,0,0,651
020051407,208,0,0,208
020051408,309,0,0,309
020051409,470,0,0,470
020051501,595,0,0,595
020051502,631,0,0,631
020051503,284,0,0,284
020051504,648,0,0,648
020051505,548,0,0,548
020051506,343,0,0,343
020051507,360,0,0,360
020051508,286,0,0,286
020051509,214,0,0,214
020051601,428,0,0,428
020051602,328,0,0,328
020051603,247,0,0,247
020051604,452,0,0,452
020051605,466,0,0,466
020051606,360,0,0,360
020051607,273,0,0,273
020051608,432,0,0,432
020051609,455,0,0,455
020051610,486,0,0,486
020051611,488,0,0,488
020051701,356,0,0,356
020051702,428,0,0,428
020051703,331,0,0,331
020051704,342,0,0,342
020051705,389,0,0,389
020051706,435,0,0,435
020051707,379,0,0,379
020051708,427,0,0,427
020051709,309,0,0,309
020051710,351,0,0,351
020051711,502,0,0,502
020051801,527,0,0,527
020051802,382,0,0,382
020051803,412,0,0,412
020051804,295,0,0,295
020051805,417,0,0,417
020051806,273,0,0,273
020051807,370,0,0,370
020051808,181,0,0,181
020051809,311,0,0,311
020051810,406,0,0,406
020051811,405,0,0,405
020051901,405,0,0,405
020051902,345,0,0,345
020051903,502,0,0,502
020051904,477,0,0,477
020051905,415,0,0,415
020051906,382,0,0,382
020051907,280,0,0,280
020051908,485,0,0,485
020051909,372,0,0,372
020051910,473,0,0,473
020051911,402,0,0,402
020052001,419,0,0,419
020052002,498,0,0,498
020052003,399,0,0,399
020052004,373,0,0,373
020052005,392,0,0,392
020052006,321,0,0,321
020052007,341,0,0,341
020052008,333,0,0,333
020052009,356,0,0,356
020052010,457,0,0,457
020052011,320,0,0,320
020052012,324,0,0,324
020052101,512,0,0,512
020052102,407,0,0,407
020052103,272,0,0,272
020052104,453,0,0,453
020052105,337,0,0,337
020052106,467,0,0,467
020052107,308,0,0,308
020052108,289,0,0,289
020052109,279,0,0,279
020052110,287,0,0,287
020052111,299,0,0,299
020052201,310,0,0,310
020052202,358,0,0,358
020052203,311,0,0,311
020052204,435,0,0,435
020052205,322,0,0,322
020052206,306,0,0,306
020052207,891,0,0,891
020052208,242,0,0,242
020052209,319,0,0,319
020052210,305,0,0,305
020052211,341,0,0,341
020052212,323,0,0,323
020052213,264,0,0,264
020060101,253,0,0,253
020060102,386,0,0,386
020060103,429,0,0,429
020060104,332,0,0,332
020060105,550,0,0,550
020060106,428,0,0,428
020060107,301,0,0,301
020060108,369,0,0,369
020060109,230,0,0,230
020060110,180,0,0,180
020060111,316,0,0,316
020060112,325,0,0,325
020060201,450,0,0,450
020060202,377,0,0,377
020060203,281,0,0,281
020060204,283,0,0,283
020060205,259,0,0,259
020060206,391,0,0,391
020060207,417,0,0,417
020060208,446,0,0,446
020060209,296,0,0,296
020060210,364,0,0,364
020060211,572,0,0,572
020060301,446,0,0,446
020060302,388,0,0,388
020060303,447,0,0,447
020060304,294,0,0,294
020060305,309,0,0,309
020060306,433,0,0,433
020060307,440,0,0,440
020060308,367,0,0,367
020060309,510,0,0,510
020060310,476,0,0,476
020060401,245,0,0,245
020060402,272,0,0,272
020060403,394,0,0,394
020060404,417,0,0,417
020060405,341,0,0,341
020060406,400,0,0,400
020060407,304,0,0,304
020060408,479,0,0,479
020060409,388,0,0,388
020060410,426,0,0,426
020060411,419,0,0,419
020060501,475,0,0,475
020060502,689,0,0,689
020060503,476,0,0,476
020060504,348,0,0,348
020060505,472,0,0,472
020060506,379,0,0,379
020060507,403,0,0,403
020060508,279,0,0,279
020060509,300,0,0,300
020060510,495,0,0,495
020060511,485,0,0,485
020060512,180,0,0,180
020060601,672,0,0,672
020060602,939,0,0,939
020060603,629,0,0,629
020060604,301,0,0,301
020060605,258,0,0,258
020060606,438,0,0,438
020060607,438,0,0,438
020060608,507,0,0,507
020060609,439,0,0,439
020060701,332,0,0,332
020060702,431,0,0,431
020060703,336,0,0,336
020060704,419,0,0,419
020060705,442,0,0,442
020060706,327,0,0,327
020060707,495,0,0,495
020060708,348,0,0,348
020060709,406,0,0,406
020060710,393,0,0,393
020060711,311,0,0,311
020060712,332,0,0,332
020060713,289,0,0,289
020060801,443,0,0,443
020060802,542,0,0,542
020060803,291,0,0,291
020060804,351,0,0,351
020060805,310,0,0,310
020060806,607,0,0,607
020060807,375,0,0,375
020060808,524,0,0,524
020060809,313,0,0,313
020060810,409,0,0,409
020060901,365,0,0,365
020060902,306,0,0,306
020060903,378,0,0,378
020060904,606,0,0,606
020060905,215,0,0,215
020060906,505,0,0,505
020060907,287,0,0,287
020060908,232,0,0,232
020060909,443,0,0,443
020060910,391,0,0,391
020061001,391,0,0,391
020061002,382,0,0,382
020061003,465,0,0,465
020061004,414,0,0,414
020061005,565,0,0,565
020061006,591,0,0,591
020061007,478,0,0,478
020061008,728,0,0,728
020061009,323,0,0,323
020061010,616,0,0,616
020061101,478,0,0,478
020061102,295,0,0,295
020061103,449,0,0,449
020061104,408,0,0,408
020061105,315,0,0,315
020061106,384,0,0,384
020061107,405,0,0,405
020061108,460,0,0,460
020061109,330,0,0,330
020061110,297,0,0,297
020061201,326,0,0,326
020061202,256,0,0,256
020061203,373,0,0,373
020061204,267,0,0,267
020061205,502,0,0,502
020061206,301,0,0,301
020061207,494,0,0,494
020061208,409,0,0,409
020061209,461,0,0,461
020061210,311,0,0,311
020061211,502,0,0,502
020061212,255,0,0,255
020061301,418,0,0,418
020061302,703,0,0,703
020061303,366,0,0,366
020061304,577,0,0,577
020061305,526,0,0,526
020061306,364,0,0,364
020061307,463,0,0,463
020061308,638,0,0,638
020061309,552,0,0,552
020061401,475,0,0,475
020061402,320,0,0,320
020061403,495,0,0,495
020061404,699,0,0,699
020061405,517,0,0,517
020061406,618,0,0,618
020061407,277,0,0,277
020061408,276,0,0,276
020061409,411,0,0,411
020061410,576,0,0,576
020061501,385,0,0,385
020061502,983,0,0,983
020061503,451,0,0,451
020061504,347,0,0,347
020061505,418,0,0,418
020061506,352,0,0,352
020061507,420,0,0,420
020061508,560,0,0,560
020061509,295,0,0,295
020061510,375,0,0,375
020061601,321,0,0,321
020061602,347,0,0,347
020061603,520,0,0,520
020061604,393,0,0,393
020061605,463,0,0,463
020061606,513,0,0,513
020061607,497,0,0,497
020061608,653,0,0,653
020061609,525,0,0,525
020061610,612,0,0,612
020061611,499,0,0,499
020061701,590,0,0,590
020061702,586,0,0,586
020061703,462,0,0,462
020061704,439,0,0,439
020061705,1062,0,0,1062
020061706,649,0,0,649
020061707,359,0,0,359
020061801,346,0,0,346
020061802,309,0,0,309
020061803,356,0,0,356
020061804,428,0,0,428
020061805,506,0,0,506
020061806,526,0,0,526
020061807,622,0,0,622
020061808,684,0,0,684
020061809,487,0,0,487
020061901,474,0,0,474
020061902,806,0,0,806
020061903,770,0,0,770
020061904,557,0,0,557
020061905,387,0,0,387
020061906,546,0,0,546
020061907,513,0,0,513
020061908,543,0,0,543
020062001,273,0,0,273
020062002,344,0,0,344
020062003,650,0,0,650
020062004,343,0,0,343
020062005,528,0,0,528
020062006,484,0,0,484
020062007,315,0,0,315
020062008,575,0,0,575
020062009,371,0,0,371
020062010,485,0,0,485
020062101,385,0,0,385
020062102,556,0,0,556
020062103,564,0,0,564
020062104,353,0,0,353
020062105,411,0,0,411
020062106,293,0,0,293
020062107,445,0,0,445
020062108,574,0,0,574
020062109,364,0,0,364
020062110,470,0,0,470
020062111,474,0,0,474
020070101,266,0,0,266
020070102,322,0,0,322
020070103,396,0,0,396
020070104,310,0,0,310
020070105,234,0,0,234
020070106,287,0,0,287
020070107,242,0,0,242
020070108,407,0,0,407
020070109,323,0,0,323
020070110,483,0,0,483
020070201,343,0,0,343
020070202,428,0,0,428
020070203,347,0,0,347
020070204,707,0,0,707
020070205,456,0,0,456
020070206,492,0,0,492
020070207,282,0,0,282
020070208,344,0,0,344
020070209,447,0,0,447
020070301,371,0,0,371
020070302,442,0,0,442
020070303,580,0,0,580
020070304,395,0,0,395
020070305,390,0,0,390
020070306,370,0,0,370
020070307,501,0,0,501
020070308,363,0,0,363
020070309,323,0,0,323
020070310,527,0,0,527
020070401,651,0,0,651
020070402,381,0,0,381
020070403,549,0,0,549
020070404,683,0,0,683
020070405,489,0,0,489
020070406,439,0,0,439
020070407,501,0,0,501
020070408,338,0,0,338
020070409,264,0,0,264
020070410,485,0,0,485
020070501,444,0,0,444
020070502,313,0,0,313
020070503,459,0,0,459
020070504,614,0,0,614
020070505,544,0,0,544
020070506,324,0,0,324
020070507,311,0,0,311
020070508,415,0,0,415
020070509,493,0,0,493
020070601,457,0,0,457
020070602,300,0,0,300
020070603,283,0,0,283
020070604,333,0,0,333
020070605,493,0,0,493
020070606,435,0,0,435
020070607,499,0,0,499
020070608,239,0,0,239
020070609,352,0,0,352
020070701,314,0,0,314
020070702,239,0,0,239
020070703,464,0,0,464
020070704,287,0,0,287
020070705,292,0,0,292
020070706,451,0,0,451
020070707,277,0,0,277
020070708,282,0,0,282
020070709,521,0,0,521
020070710,430,0,0,430
020070711,354,0,0,354
020070801,404,0,0,404
020070802,458,0,0,458
020070803,311,0,0,311
020070804,458,0,0,458
020070805,471,0,0,471
020070806,466,0,0,466
020070807,390,0,0,390
020070808,501,0,0,501
020070901,293,0,0,293
020070902,345,0,0,345
020070903,276,0,0,276
020070904,478,0,0,478
020070905,292,0,0,292
020070906,446,0,0,446
020070907,413,0,0,413
020070908,472,0,0,472
020070909,361,0,0,361
020070910,387,0,0,387
020070911,292,0,0,292
020071001,396,0,0,396
020071002,239,0,0,239
020071003,321,0,0,321
020071004,347,0,0,347
020071005,291,0,0,291
020071006,460,0,0,460
020071007,448,0,0,448
020071008,566,0,0,566
020071009,384,0,0,384
020071010,394,0,0,394
020071101,434,0,0,434
020071102,534,0,0,534
020071103,459,0,0,459
020071104,484,0,0,484
020071105,281,0,0,281
020071106,360,0,0,360
020071107,600,0,0,600
020071108,638,0,0,638
020071109,442,0,0,442
020071110,285,0,0,285
020071201,511,0,0,511
020071202,268,0,0,268
020071203,309,0,0,309
020071204,347,0,0,347
020071205,333,0,0,333
020071206,378,0,0,378
020071207,251,0,0,251
020071208,241,0,0,241
020071209,327,0,0,327
020071301,373,0,0,373
020071302,376,0,0,376
020071303,541,0,0,541
020071304,264,0,0,264
020071305,399,0,0,399
020071306,299,0,0,299
020071307,257,0,0,257
020071308,257,0,0,257
020071309,186,0,0,186
020071310,231,0,0,231
020071311,277,0,0,277
020071312,244,0,0,244
020071313,229,0,0,229
020071314,256,0,0,256
020071315,217,0,0,217
020071401,341,0,0,341
020071402,380,0,0,380
020071403,291,0,0,291
020071404,279,0,0,279
020071405,322,0,0,322
020071406,399,0,0,399
020071407,312,0,0,312
020071408,320,0,0,320
020071409,331,0,0,331
020071410,258,0,0,258
020071411,349,0,0,349
020071412,358,0,0,358
020071413,275,0,0,275
020071501,194,0,0,194
020071502,302,0,0,302
020071503,329,0,0,329
020071504,273,0,0,273
020071505,256,0,0,256
020071506,373,0,0,373
020071507,334,0,0,334
020071508,292,0,0,292
020071509,386,0,0,386
020071510,324,0,0,324
020071511,354,0,0,354
020071601,276,0,0,276
020071602,255,0,0,255
020071603,256,0,0,256
020071604,225,0,0,225
020071605,315,0,0,315
020071606,378,0,0,378
020071607,336,0,0,336
020071608,382,0,0,382
020071609,351,0,0,351
020071701,346,0,0,346
020071702,312,0,0,312
020071703,220,0,0,220
020071704,252,0,0,252
020071705,104,0,0,104
020071706,364,0,0,364
020071707,466,0,0,466
020071708,155,0,0,155
020071709,341,0,0,341
020071710,221,0,0,221
020071711,93,0,0,93
020071801,437,0,0,437
020071802,134,0,0,134
020071803,235,0,0,235
020071804,124,0,0,124
020071805,106,0,0,106
020071806,302,0,0,302
020071807,267,0,0,267
020071808,224,0,0,224
020071809,274,0,0,274
020071810,393,0,0,393
020071811,223,0,0,223
020071901,198,0,0,198
020071902,267,0,0,267
020071903,238,0,0,238
020071904,288,0,0,288
020071905,310,0,0,310
020071906,448,0,0,448
020072001,433,0,0,433
020072002,213,0,0,213
020072003,287,0,0,287
020072004,218,0,0,218
020072005,302,0,0,302
020072006,313,0,0,313
020072007,255,0,0,255
020072008,495,0,0,495
020072009,307,0,0,307
020072010,375,0,0,375
020072011,364,0,0,364
020072012,244,0,0,244
020072013,653,0,0,653
020072101,478,0,0,478
020072102,561,0,0,561
020072103,512,0,0,512
020072104,289,0,0,289
020072105,293,0,0,293
020072106,505,0,0,505
020072107,362,0,0,362
020072108,201,0,0,201
020072109,368,0,0,368
020072110,443,0,0,443
020072111,352,0,0,352
020072112,295,0,0,295
020072201,347,0,0,347
020072202,501,0,0,501
020072203,424,0,0,424
020072204,448,0,0,448
020072205,501,0,0,501
020072206,419,0,0,419
020072207,267,0,0,267
020072208,275,0,0,275
020072209,255,0,0,255
020072210,312,0,0,312
020072211,336,0,0,336
020072212,298,0,0,298
020072213,343,0,0,343
020072301,354,0,0,354
020072302,450,0,0,450
020072303,379,0,0,379
020072304,331,0,0,331
020072305,307,0,0,307
020072306,347,0,0,347
020072307,362,0,0,362
020072308,326,0,0,326
020072309,285,0,0,285
020072401,413,0,0,413
020072402,331,0,0,331
020072403,417,0,0,417
020072404,471,0,0,471
020072405,396,0,0,396
020072406,456,0,0,456
020072407,294,0,0,294
020072408,369,0,0,369
020072409,383,0,0,383
020072410,374,0,0,374
020072411,426,0,0,426
020080101,271,0,0,271
020080102,475,0,0,475
020080103,266,0,0,266
020080104,403,0,0,403
020080105,411,0,0,411
020080106,429,0,0,429
020080107,360,0,0,360
020080108,384,0,0,384
020080109,629,0,0,629
020080110,396,0,0,396
020080111,71,0,0,71
020080112,902,0,0,902
020080201,411,0,0,411
020080202,184,0,0,184
020080203,182,0,0,182
020080204,292,0,0,292
020080205,194,0,0,194
020080206,261,0,0,261
020080207,456,0,0,456
020080208,337,0,0,337
020080209,302,0,0,302
020080210,191,0,0,191
020080301,317,0,0,317
020080302,292,0,0,292
020080303,202,0,0,202
020080304,261,0,0,261
020080305,263,0,0,263
020080306,137,0,0,137
020080307,245,0,0,245
020080308,448,0,0,448
020080309,374,0,0,374
020080310,308,0,0,308
020080401,299,0,0,299
020080402,218,0,0,218
020080403,245,0,0,245
020080404,254,0,0,254
020080405,359,0,0,359
020080406,402,0,0,402
020080407,300,0,0,300
020080408,317,0,0,317
020080409,292,0,0,292
020080410,347,0,0,347
020080411,259,0,0,259
020080501,333,0,0,333
020080502,299,0,0,299
020080503,290,0,0,290
020080504,327,0,0,327
020080505,194,0,0,194
020080506,318,0,0,318
020080507,368,0,0,368
020080508,253,0,0,253
020080509,313,0,0,313
020080510,472,0,0,472
020080511,360,0,0,360
020080601,349,0,0,349
020080602,441,0,0,441
020080603,435,0,0,435
020080604,225,0,0,225
020080605,352,0,0,352
020080606,252,0,0,252
020080607,247,0,0,247
020080608,271,0,0,271
020080609,307,0,0,307
020080610,241,0,0,241
020080611,165,0,0,165
020080701,311,0,0,311
020080702,383,0,0,383
020080703,363,0,0,363
020080704,308,0,0,308
020080705,464,0,0,464
020080706,238,0,0,238
020080707,494,0,0,494
020080708,381,0,0,381
020080709,494,0,0,494
020080710,161,0,0,161
020080711,324,0,0,324
020080712,322,0,0,322
020080713,254,0,0,254
020080714,259,0,0,259
020080801,307,0,0,307
020080802,319,0,0,319
020080803,264,0,0,264
020080804,372,0,0,372
020080805,299,0,0,299
020080806,417,0,0,417
020080807,333,0,0,333
020080808,222,0,0,222
020080809,243,0,0,243
020080810,293,0,0,293
020080811,382,0,0,382
020080901,301,0,0,301
020080902,319,0,0,319
020080903,429,0,0,429
020080904,193,0,0,193
020080905,436,0,0,436
020080906,305,0,0,305
020080907,298,0,0,298
020080908,286,0,0,286
020080909,328,0,0,328
020081001,257,0,0,257
020081002,233,0,0,233
020081003,446,0,0,446
020081004,830,0,0,830
020081005,958,0,0,958
020081006,655,0,0,655
020081007,644,0,0,644
020081008,369,0,0,369
020081101,910,0,0,910
020081102,817,0,0,817
020081103,1118,0,0,1118
020081104,711,0,0,711
020081105,498,0,0,498
020081201,354,0,0,354
020081202,378,0,0,378
020081203,361,0,0,361
020081204,270,0,0,270
020081205,397,0,0,397
020081206,285,0,0,285
020081207,272,0,0,272
020081301,11,0,0,11
020081302,100,0,0,100
020081303,341,0,0,341
020081304,317,0,0,317
020081305,315,0,0,315
020081306,224,0,0,224
020081307,272,0,0,272
020081308,316,0,0,316
020081401,330,0,0,330
020081402,255,0,0,255
020081403,331,0,0,331
020081404,671,0,0,671
020081405,358,0,0,358
020081406,220,0,0,220
020081407,302,0,0,302
020081408,298,0,0,298
020081409,257,0,0,257
020081410,287,0,0,287
020081501,499,0,0,499
020081502,495,0,0,495
020081503,147,0,0,147
020081504,101,0,0,101
020081505,639,0,0,639
020081506,188,0,0,188
020081507,225,0,0,225
020081508,298,0,0,298
020081509,272,0,0,272
020081510,379,0,0,379
020081601,309,0,0,309
020081602,185,0,0,185
020081603,316,0,0,316
020081604,309,0,0,309
020081605,348,0,0,348
020081606,271,0,0,271
020081607,287,0,0,287
020081608,237,0,0,237
020081609,318,0,0,318
020081610,272,0,0,272
020081701,250,0,0,250
020081702,265,0,0,265
020081703,419,0,0,419
020081704,324,0,0,324
020081705,246,0,0,246
020090101,238,0,0,238
020090102,211,0,0,211
020090103,333,0,0,333
020090104,326,0,0,326
020090105,366,0,0,366
020090106,295,0,0,295
020090107,317,0,0,317
020090108,348,0,0,348
020090109,489,0,0,489
020090201,474,0,0,474
020090202,375,0,0,375
020090203,434,0,0,434
020090204,545,0,0,545
020090205,527,0,0,527
020090206,301,0,0,301
020090207,379,0,0,379
020090208,303,0,0,303
020090209,442,0,0,442
020090210,389,0,0,389
020090211,431,0,0,431
020090212,288,0,0,288
020090301,380,0,0,380
020090302,335,0,0,335
020090303,313,0,0,313
020090304,323,0,0,323
020090305,404,0,0,404
020090306,412,0,0,412
020090307,390,0,0,390
020090308,314,0,0,314
020090309,289,0,0,289
020090310,332,0,0,332
020090311,327,0,0,327
020090312,224,0,0,224
020090313,335,0,0,335
020090401,398,0,0,398
020090402,372,0,0,372
020090403,406,0,0,406
020090404,378,0,0,378
020090405,370,0,0,370
020090406,275,0,0,275
020090407,321,0,0,321
020090408,298,0,0,298
020090409,285,0,0,285
020090410,308,0,0,308
020090411,403,0,0,403
020090501,331,0,0,331
020090502,385,0,0,385
020090503,316,0,0,316
020090504,377,0,0,377
020090505,464,0,0,464
020090506,362,0,0,362
020090507,382,0,0,382
020090508,324,0,0,324
020090509,408,0,0,408
020090510,369,0,0,369
020090511,380,0,0,380
020090601,483,0,0,483
020090602,312,0,0,312
020090603,444,0,0,444
020090604,424,0,0,424
020090605,444,0,0,444
020090606,288,0,0,288
020090607,450,0,0,450
020090608,351,0,0,351
020090609,452,0,0,452
020090610,380,0,0,380
020090611,302,0,0,302
020090612,324,0,0,324
020090701,312,0,0,312
020090702,359,0,0,359
020090703,256,0,0,256
020090704,285,0,0,285
020090705,298,0,0,298
020090706,338,0,0,338
020090707,271,0,0,271
020090708,313,0,0,313
020090709,339,0,0,339
020090710,270,0,0,270
